2023-02-14_01-38-20;0332;154.412
2023-02-13_01-38-20;0836;173.241
2023-02-12_01-38-20;0185;190.323
2023-02-11_01-38-20;0122;172.048
2023-02-10_01-38-20;0274;104.535
2023-02-09_01-38-20;0745;127.291
2023-02-08_01-38-20;0656;168.310
2023-02-07_01-38-20;0543;151.588
2023-02-06_01-38-20;0562;139.284
2023-02-05_01-38-20;0602;139.578
2023-02-04_01-38-20;0044;135.579
2023-02-03_01-38-20;0307;193.234
2023-02-02_01-38-20;0721;145.549
2023-02-01_01-38-20;0117;165.262
2023-01-31_01-38-20;0995;182.926
2023-01-30_01-38-20;0012;196.432
2023-01-29_01-38-20;0392;196.411
2023-01-28_01-38-20;0600;163.268
2023-01-27_01-38-20;0060;163.613
2023-01-26_01-38-20;0982;121.559
2023-01-25_01-38-20;0214;194.293
2023-01-24_01-38-20;0087;127.680
2023-01-23_01-38-20;0708;101.063
2023-01-22_01-38-20;0262;139.657
2023-01-21_01-38-20;0763;187.689
2023-01-20_01-38-20;0553;142.091
2023-01-19_01-38-20;0680;198.449
2023-01-18_01-38-20;0608;182.956
2023-01-17_01-38-20;0679;173.433
2023-01-16_01-38-20;0648;150.649
2023-01-15_01-38-20;0728;164.130
2023-01-14_01-38-20;0833;157.648
2023-01-13_01-38-20;0408;176.325
2023-01-12_01-38-20;0576;156.782
2023-01-11_01-38-20;0971;165.181
2023-01-10_01-38-20;0736;115.493
2023-01-09_01-38-20;0759;160.658
2023-01-08_01-38-20;0501;183.386
2023-01-07_01-38-20;0004;132.958
2023-01-06_01-38-20;0999;158.532
2023-01-05_01-38-20;0821;155.791
2023-01-04_01-38-20;0464;133.683
2023-01-03_01-38-20;0297;157.903
2023-01-02_01-38-20;0487;144.267
2023-01-01_01-38-20;0836;112.473
2022-12-31_01-38-20;0927;161.809
2022-12-30_01-38-20;0787;199.369
2022-12-29_01-38-20;0704;151.783
2022-12-28_01-38-20;0627;117.895
2022-12-27_01-38-20;0310;172.699
2022-12-26_01-38-20;0962;187.191
2022-12-25_01-38-20;0044;125.023
2022-12-24_01-38-20;0901;142.801
2022-12-23_01-38-20;0083;115.476
2022-12-22_01-38-20;0167;124.998
2022-12-21_01-38-20;0029;169.639
2022-12-20_01-38-20;0905;182.675
2022-12-19_01-38-20;0854;157.214
2022-12-18_01-38-20;0751;115.673
2022-12-17_01-38-20;0214;124.745
2022-12-16_01-38-20;0384;183.996
2022-12-15_01-38-20;0593;124.256
2022-12-14_01-38-20;0974;146.184
2022-12-13_01-38-20;0730;147.737
2022-12-12_01-38-20;0974;147.544
2022-12-11_01-38-20;0672;112.352
2022-12-10_01-38-20;0773;110.461
2022-12-09_01-38-20;0626;181.248
2022-12-08_01-38-20;0323;180.484
2022-12-07_01-38-20;0313;186.276
2022-12-06_01-38-20;0671;133.204
2022-12-05_01-38-20;0069;163.986
2022-12-04_01-38-20;0836;133.690
2022-12-03_01-38-20;0309;186.146
2022-12-02_01-38-20;0069;102.566
2022-12-01_01-38-20;0055;150.115
2022-11-30_01-38-20;0467;108.558
2022-11-29_01-38-20;0782;153.453
2022-11-28_01-38-20;0249;170.355
2022-11-27_01-38-20;0136;153.558
2022-11-26_01-38-20;0813;131.659
2022-11-25_01-38-20;0560;151.747
2022-11-24_01-38-20;0811;128.891
2022-11-23_01-38-20;0705;105.925
2022-11-22_01-38-20;0093;186.415
2022-11-21_01-38-20;0509;110.190
2022-11-20_01-38-20;0829;132.022
2022-11-19_01-38-20;0314;171.128
2022-11-18_01-38-20;0982;195.102
2022-11-17_01-38-20;0667;166.149
2022-11-16_01-38-20;0137;127.945
2022-11-15_01-38-20;0933;100.579
2022-11-14_01-38-20;0546;139.448
2022-11-13_01-38-20;0614;112.862
2022-11-12_01-38-20;0391;186.019
2022-11-11_01-38-20;0263;199.257
2022-11-10_01-38-20;0651;159.765
2022-11-09_01-38-20;0654;149.071
2022-11-08_01-38-20;0034;175.336
2022-11-07_01-38-20;0641;155.747
2022-11-06_01-38-20;0341;104.746
2022-11-05_01-38-20;0177;133.301
2022-11-04_01-38-20;0557;112.835
2022-11-03_01-38-20;0692;152.167
2022-11-02_01-38-20;0624;191.987
2022-11-01_01-38-20;0142;149.771
2022-10-31_01-38-20;0658;111.850
2022-10-30_01-38-20;0292;154.561
